,n,Bias_deep,SSE_deep,ESE_deep,CP_deep,Bias_L,SSE_L,ESE_L,CP_L,Bias_A,SSE_A,ESE_A,CP_A
0,1000,0.04324406749518128,0.11141489262118895,0.12588610804746792,0.96,-0.3458682670375469,0.18103039680804442,0.11873145211157352,0.26,0.08429973376757172,0.17972689603097544,0.12252382925875423,0.77
1,2000,0.007687668863551433,0.08573670747338652,0.08351571877362271,0.94,-0.3216027915461318,0.1970134443899627,0.07935864310943695,0.255,0.014242745925689082,0.17035822359546585,0.08182301489838187,0.71
