,n,Re_deep,G_deep_sd,Re_L,G_L_sd,Re_A,G_A_sd
0,1000,0.38384673,0.06435007,0.16675831840244862,0.04570747595701924,0.5776755788398446,0.10167380349441171
1,2000,0.25551698,0.04054223,0.11499722773250623,0.032138572906740034,0.3494326122966043,0.04366829822046258
