,n,Bias_deep,SSE_deep,ESE_deep,CP_deep,Bias_L,SSE_L,ESE_L,CP_L,Bias_A,SSE_A,ESE_A,CP_A
0,1000,0.05407785103076268,0.10541195219393508,0.12822659659199168,0.985,0.014691276143813825,0.10045590193686578,0.12428088030035776,0.985,0.05732099583360428,0.10853290964168609,0.12736858260091044,0.975
1,2000,0.015169962024456307,0.08259060775347418,0.08396227473762535,0.945,-0.004224369360677271,0.07972809300364625,0.08249618255705018,0.955,0.016001198522228144,0.08264538751833535,0.08308406035141953,0.935
