,n,Bias_deep,SSE_deep,ESE_deep,CP_deep,Bias_L,SSE_L,ESE_L,CP_L,Bias_A,SSE_A,ESE_A,CP_A
0,1000,0.02093526382290789,0.11235278056768415,0.13399296616881612,0.985,-0.37933266526485143,0.17592722592204277,0.12759964050762584,0.19,0.06357318906690446,0.1687171409881253,0.1325373776791847,0.87
1,2000,-0.0010292478133651084,0.08148499932967825,0.08846779657366216,0.96,-0.4026216643434346,0.14892906411613335,0.08484043515396861,0.09,0.0400015012590027,0.1471603906431086,0.0874752704606506,0.73
