,n,Re_deep,G_deep_sd,Re_L,G_L_sd,Re_A,G_A_sd
0,1000,0.3119627,0.035742182,0.37303835165571053,0.023373436533708842,0.5632924448211375,0.13009030120249604
1,2000,0.26611176,0.026223794,0.3649600731811459,0.018382197211845246,0.41415441170993444,0.10682464857967798
