,tot_right_rate,test_right_rate,deep_right_r,L_right_r,A_right_r,deep_true,L_true,A_true
0,0.4264705777168274,0.4364278316497803,0.40464177598385465,0.3927850655903128,0.3922805247225025,0.8133198789101918,0.8211402623612513,0.824167507568113
